tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,latitude,longitude,date,temperature,humidity,precipitation,wind_speed,snowfall
570217831557677057,neutral,0.6854,,,Virgin America,,AdamSinger,,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,"(37.7792588, -122.4193286)",2015-02-24 05:44:59,"San Francisco, CA",Central Time (US & Canada),37.78,-122.42,2015-02-24,-2.0,89.0,0.0,6.8,0.0
570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,"(36.240772699338855, -115.20309676911904)",2015-02-24 05:05:28,"San Mateo, CA & Las Vegas, NV",,36.24,-115.2,2015-02-24,-1.1,88.0,0.0,6.8,0.0
570124596180955136,neutral,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,"(40.6526006, -73.9497211)",2015-02-23 23:34:30,Brooklyn,Atlantic Time (Canada),40.65,-73.95,2015-02-23,2.0,83.0,0.0,8.7,0.0
570094701371469825,neutral,1.0,,,Virgin America,,JCervantezzz,,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,"(37.7834355, -122.4924406)",2015-02-23 21:35:43,"California, San Francisco",Pacific Time (US & Canada),37.78,-122.49,2015-02-23,-2.0,89.0,0.0,6.8,0.0
570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!","(38.8950368, -77.0365427)",2015-02-23 21:10:41,Washington DC,Quito,38.9,-77.04,2015-02-23,-0.4,89.0,0.0,6.8,0.0
570076792993611776,positive,1.0,,,Virgin America,,NorthTxHomeTeam,,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,"(31.2638905, -98.5456116)",2015-02-23 20:24:33,Texas,Central Time (US & Canada),31.26,-98.55,2015-02-23,-2.0,89.0,0.0,6.8,0.0
570051991277342720,neutral,0.6207,,,Virgin America,,miaerolinea,,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,"(40.762235149999995, -73.98694984774016)",2015-02-23 18:46:00,Worldwide,Caracas,40.76,-73.99,2015-02-23,-18.5,43.0,0.0,11.8,0.0
570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,"(31.429034689795355, -96.29414199037146)",2015-02-23 18:43:35,Central Texas,,31.43,-96.29,2015-02-23,-6.2,25.0,0.0,11.2,0.0
570045393565691904,positive,1.0,,,Virgin America,,Nicsplace,,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!","(31.429034689795355, -96.29414199037146)",2015-02-23 18:19:47,Central Texas,,31.43,-96.29,2015-02-23,-2.0,89.0,0.0,6.8,0.0
570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,"(37.7792588, -122.4193286)",2015-02-23 17:41:58,"San Francisco, CA",Pacific Time (US & Canada),37.78,-122.42,2015-02-23,-2.0,89.0,0.0,6.8,0.0
570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?","(41.6612561, -91.5299106)",2015-02-23 17:00:40,Iowa City,Central Time (US & Canada),41.66,-91.53,2015-02-23,14.9,64.0,0.0,11.9,0.0
570016304284901379,neutral,1.0,,,Virgin America,,GottAmanda,,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,"(34.0536909, -118.242766)",2015-02-23 16:24:11,Los Angeles,,34.05,-118.24,2015-02-23,8.8,90.0,0.0,27.7,0.0
570015408788414464,neutral,0.6578,,0.0,Virgin America,,KGervaise,,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,"(32.3293809, -83.1137366)",2015-02-23 16:20:38,Georgia,Pacific Time (US & Canada),32.33,-83.11,2015-02-23,14.9,64.0,0.0,11.9,0.0
570012257549070337,positive,1.0,,,Virgin America,,arieldaie,,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,"(34.0536909, -118.242766)",2015-02-23 16:08:07,Los Angeles,,34.05,-118.24,2015-02-23,-6.2,25.0,0.0,11.2,0.0
570010539499393025,neutral,1.0,,,Virgin America,,BobGlavinVO,,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,"(40.7127281, -74.0060152)",2015-02-23 16:01:17,"New York, NY",Eastern Time (US & Canada),40.71,-74.01,2015-02-23,14.9,64.0,0.0,11.9,0.0
570009035455344640,neutral,0.6764,,0.0,Virgin America,,grantbrowne,,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.","(40.762235149999995, -73.98694984774016)",2015-02-23 15:55:18,Worldwide,Central Time (US & Canada),40.76,-73.99,2015-02-23,-11.1,66.0,0.0,17.9,0.0
570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,"(38.8408718, -77.1144702810449)",2015-02-23 15:46:46,Northern Virginia,Eastern Time (US & Canada),38.84,-77.11,2015-02-23,-2.0,89.0,0.0,6.8,0.0
570004391731847169,neutral,1.0,,,Virgin America,,2v,,0,@VirginAmerica wish you flew out of Atlanta... Soon?,"(33.7838878804871, -84.35705041099236)",2015-02-23 15:36:51,Los Angeles / Atlanta,Eastern Time (US & Canada),33.78,-84.36,2015-02-23,14.9,64.0,0.0,11.9,0.0
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,"(40.7127281, -74.0060152)",2015-02-23 15:05:09,"new york, new york",Eastern Time (US & Canada),40.71,-74.01,2015-02-23,2.0,83.0,0.0,5.7,0.0
569996245462159361,positive,1.0,,,Virgin America,,VinnieFerra,,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,"(40.6526006, -73.9497211)",2015-02-23 15:04:29,"brooklyn, Ny",Pacific Time (US & Canada),40.65,-73.95,2015-02-23,15.8,58.0,0.0,13.0,0.0
569989321698074624,neutral,1.0,,,Virgin America,,emilybg78,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,"(37.9577016, -121.290779)",2015-02-23 14:36:58,"Stockton, CA",Arizona,37.96,-121.29,2015-02-23,2.0,83.0,0.0,5.7,0.0
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,"(40.7127281, -74.0060152)",2015-02-23 14:35:50,"New York, NY",Eastern Time (US & Canada),40.71,-74.01,2015-02-23,10.6,55.0,0.0,10.7,0.0
569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!","(44.9863392, -93.17945580218503)",2015-02-23 14:26:53,"Twin Cities, Minn.",Eastern Time (US & Canada),44.99,-93.18,2015-02-23,14.9,64.0,0.0,11.9,0.0
569982307634794497,neutral,0.6814,,0.0,Virgin America,,1stcrown,,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,"(39.7837304, -100.445882)",2015-02-23 14:09:06,USA,Central Time (US & Canada),39.78,-100.45,2015-02-23,14.9,64.0,0.0,11.9,0.0
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,"(40.6865211, -73.98033681194987)",2015-02-23 13:46:30,next city,Pacific Time (US & Canada),40.69,-73.98,2015-02-23,-6.2,25.0,0.0,11.2,0.0
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?","(41.1129854, -74.1532584)",2015-02-23 13:35:23,SF ↔ NY,Eastern Time (US & Canada),41.11,-74.15,2015-02-23,16.0,74.0,0.0,8.1,0.0
569972508499283968,positive,0.6922,,,Virgin America,,Travelzoo,,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,"(40.7127281, -74.0060152)",2015-02-23 13:30:10,"New York, NY",Pacific Time (US & Canada),40.71,-74.01,2015-02-23,16.0,74.0,0.0,8.1,0.0
569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,"(37.7792588, -122.4193286)",2015-02-23 12:47:52,"San Francisco, CA",Eastern Time (US & Canada),37.78,-122.42,2015-02-23,-2.8,91.0,1.4,13.1,0.98
569949891163615232,neutral,0.6492,,0.0,Virgin America,,seimatrun,,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,"(34.0536909, -118.242766)",2015-02-23 12:00:17,Los Angeles,,34.05,-118.24,2015-02-23,-2.8,91.0,1.4,13.1,0.98
569948966873370625,neutral,1.0,,,Virgin America,,jamied7,,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?","(51.5643215, -0.1084449)",2015-02-23 11:56:37,"London, England",London,51.56,-0.11,2015-02-23,16.0,74.0,0.0,8.1,0.0
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,"(34.0536909, -118.242766)",2015-02-23 11:46:16,Los Angeles,,34.05,-118.24,2015-02-23,16.6,61.0,0.0,3.5,0.0
569941957490774016,positive,1.0,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,"(32.7762719, -96.7968559)",2015-02-23 11:28:46,"Dallas, Texas",Mountain Time (US & Canada),32.78,-96.8,2015-02-23,16.1,74.0,0.0,7.2,0.0
569940834994401280,neutral,1.0,,,Virgin America,,campusmoviefest,,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF","(39.7837304, -100.445882)",2015-02-23 11:24:18,USA,Eastern Time (US & Canada),39.78,-100.45,2015-02-23,-10.2,68.0,0.0,12.6,0.0
569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,"(32.7762719, -96.7968559)",2015-02-23 11:22:16,"Dallas, Texas",Mountain Time (US & Canada),32.78,-96.8,2015-02-23,-0.0,92.0,1.2,20.9,0.84
569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,"(47.6038321, -122.330062)",2015-02-23 10:56:16,"Seattle, WA",Pacific Time (US & Canada),47.6,-122.33,2015-02-23,-2.8,91.0,1.4,13.1,0.98
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,"(34.0536909, -118.242766)",2015-02-23 10:54:47,Los Angeles,,34.05,-118.24,2015-02-23,-10.2,68.0,0.0,12.6,0.0
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"(37.7857666, -122.4389042)",2015-02-23 10:29:19,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada),37.79,-122.44,2015-02-23,-0.8,93.0,1.7,15.5,1.19
569923394990419968,neutral,0.6705,,0.0,Virgin America,,serenaklal,,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,"(41.8755616, -87.6244212)",2015-02-23 10:15:00,Chicago,Eastern Time (US & Canada),41.88,-87.62,2015-02-23,20.2,13.0,0.0,9.4,0.0
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,@VirginAmerica Why is the site down?  When will it be back up?,"(40.7127281, -74.0060152)",2015-02-23 09:57:42,"New York, NY",Arizona,40.71,-74.01,2015-02-23,16.0,74.0,0.0,8.1,0.0
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.","(34.0536909, -118.242766)",2015-02-23 09:25:41,"Los Angeles, CA",Arizona,34.05,-118.24,2015-02-23,-0.8,93.0,1.7,15.5,1.19
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,"(30.2711286, -97.7436995)",2015-02-23 09:18:42,"Austin, TX",Mountain Time (US & Canada),30.27,-97.74,2015-02-23,23.3,56.0,0.0,6.3,0.0
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,"(42.5803122, -83.0302033)",2015-02-23 08:29:21,"Sterling Heights, MI",Eastern Time (US & Canada),42.58,-83.03,2015-02-23,-9.5,48.0,0.0,10.0,0.0
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,"(38.8950368, -77.0365427)",2015-02-23 08:19:59,Washington DC,Quito,38.9,-77.04,2015-02-23,22.6,13.0,0.0,7.6,0.0
569894407001939968,neutral,1.0,,,Virgin America,,STravelsW,,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,"(33.8897798, -118.3935254)",2015-02-23 08:19:49,"Manhattan Beach, CA",,33.89,-118.39,2015-02-23,9.2,59.0,0.0,10.6,0.0
569891469210755074,neutral,1.0,,,Virgin America,,joeyrenagade,,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,"(34.18621975, -118.42059729652604)",2015-02-23 08:08:08,Greater Los Angeles,,34.19,-118.42,2015-02-23,-13.9,55.0,0.0,10.3,0.0
569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying","(38.15493415, -79.06971258667099)",2015-02-23 07:50:35,Online,Pacific Time (US & Canada),38.15,-79.07,2015-02-23,18.1,62.0,0.0,11.9,0.0
569881548515708928,neutral,0.6593,,0.0,Virgin America,,drcaseydrake,,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,"(32.7762719, -96.7968559)",2015-02-23 07:28:43,"Dallas, TX",,32.78,-96.8,2015-02-23,-12.4,62.0,0.0,13.3,0.0
569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare","(38.8950368, -77.0365427)",2015-02-23 06:57:25,"Washington, DC",Eastern Time (US & Canada),38.9,-77.04,2015-02-23,-12.7,65.0,0.0,8.9,0.0
569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare","(47.6038321, -122.330062)",2015-02-23 06:57:24,Seattle,Central Time (US & Canada),47.6,-122.33,2015-02-23,-13.2,50.0,0.0,9.9,0.0
569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare","(40.7127281, -74.0060152)",2015-02-23 06:57:24,"New York City, NY",Central Time (US & Canada),40.71,-74.01,2015-02-23,-12.7,65.0,0.0,8.9,0.0
569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare","(34.0536909, -118.242766)",2015-02-23 06:57:24,"Los Angeles, CA",Central Time (US & Canada),34.05,-118.24,2015-02-23,-12.7,65.0,0.0,8.9,0.0
569861209781989377,positive,0.3482,,0.0,Virgin America,,AdamJdubs,,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,"(34.2331373, -102.4107493)",2015-02-23 06:07:54,Earth,Eastern Time (US & Canada),34.23,-102.41,2015-02-23,19.4,52.0,0.0,12.6,0.0
569777607371128834,positive,1.0,,,Virgin America,,SkateMamas,,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,"(34.0536909, -118.242766)",2015-02-23 00:35:42,"Los Angeles, CA",,34.05,-118.24,2015-02-23,19.4,52.0,0.0,12.6,0.0
569770363623575552,positive,1.0,,,Virgin America,,SamBrittenham,,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining","(39.7837304, -100.445882)",2015-02-23 00:06:55,USA,Eastern Time (US & Canada),39.78,-100.45,2015-02-23,-12.2,68.0,0.0,8.0,0.0
569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,"(37.7792588, -122.4193286)",2015-02-22 22:39:18,San Francisco CA,Pacific Time (US & Canada),37.78,-122.42,2015-02-22,-12.7,65.0,0.0,8.9,0.0
569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?","(37.7792588, -122.4193286)",2015-02-22 22:11:07,San Francisco CA,Pacific Time (US & Canada),37.78,-122.42,2015-02-22,20.6,71.0,0.0,23.4,0.0
569714127792254976,positive,1.0,,,Virgin America,,ptbrodie,,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,"(37.7792588, -122.4193286)",2015-02-22 20:23:27,San Francisco,,37.78,-122.42,2015-02-22,19.7,60.0,0.0,3.6,0.0
569674358135914496,neutral,1.0,,,Virgin America,,HishamSharaby,,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?","(40.7127281, -74.0060152)",2015-02-22 17:45:25,New York,Eastern Time (US & Canada),40.71,-74.01,2015-02-22,-12.7,65.0,0.0,8.9,0.0
569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"(40.7127281, -74.0060152)",2015-02-22 17:14:06,NYC,Tehran,40.71,-74.01,2015-02-22,17.2,72.0,0.0,2.7,0.0
569649116487290880,neutral,1.0,,,Virgin America,,F6x,,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,"(37.7792588, -122.4193286)",2015-02-22 16:05:07,"San Francisco, CA",Pacific Time (US & Canada),37.78,-122.42,2015-02-22,18.3,70.0,0.0,2.7,0.0
569633630978310145,neutral,1.0,,,Virgin America,,nikkisixxfan93,,0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,"(38.5810606, -121.493895)",2015-02-22 15:03:35,"Sacramento,California",Pacific Time (US & Canada),38.58,-121.49,2015-02-22,-14.0,64.0,0.0,15.5,0.0
569630092273410048,negative,1.0,Late Flight,1.0,Virgin America,,MOCBlogger,,0,@VirginAmerica Another delayed flight? #likingyoulessandless,"(32.7174202, -117.162772)",2015-02-22 14:49:31,San Diego,Alaska,32.72,-117.16,2015-02-22,-12.7,65.0,0.0,8.9,0.0
569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,,tfaz,,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,"(37.8044557, -122.271356)",2015-02-22 14:39:09,"Oakland, California",Pacific Time (US & Canada),37.8,-122.27,2015-02-22,22.6,13.0,0.0,7.6,0.0
569620102389350401,positive,0.7011,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica always!!! Xoxo,"(48.24521085643011, -112.80374054191064)",2015-02-22 14:09:50,All Over!,Pacific Time (US & Canada),48.25,-112.8,2015-02-22,-10.7,56.0,0.0,8.9,0.0
569619569372823552,negative,1.0,Flight Booking Problems,1.0,Virgin America,,GoShar2012,,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,"(41.8239891, -71.4128343)",2015-02-22 14:07:43,"Providence, RI",Eastern Time (US & Canada),41.82,-71.41,2015-02-22,17.2,72.0,0.0,2.7,0.0
569618527948115968,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,,MOCBlogger,,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,"(32.7174202, -117.162772)",2015-02-22 14:03:34,San Diego,Alaska,32.72,-117.16,2015-02-22,19.4,52.0,0.0,12.6,0.0
569616490380439552,positive,1.0,,,Virgin America,,SkateMamas,,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,"(34.0536909, -118.242766)",2015-02-22 13:55:28,"Los Angeles, CA",,34.05,-118.24,2015-02-22,-12.1,57.0,0.0,20.9,0.0
569615109363929088,neutral,0.355,,0.0,Virgin America,,FiDiFamilies,,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,"(40.7127281, -74.0060152)",2015-02-22 13:49:59,New York City ,Eastern Time (US & Canada),40.71,-74.01,2015-02-22,15.9,76.0,0.0,5.1,0.0
569614365755899905,negative,0.6889,Late Flight,0.6889,Virgin America,,jarrydosborne,,0,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,"(40.7127281, -74.0060152)",2015-02-22 13:47:02,New York,Eastern Time (US & Canada),40.71,-74.01,2015-02-22,22.8,13.0,0.0,4.8,0.0
